Test System,Base Model,Failure Type,Task ID,Agent Behavior Category,Task Result
Table-Critic,gpt-5,Instruction Logic Conflict,3970,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3974,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3977,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3981,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3987,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,3989,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4006,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4047,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4055,Rationalizes conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,4082,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4090,Fails to identify conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,4092,Rationalizes conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,4096,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4101,Rationalizes conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,4104,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4113,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4120,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4129,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4134,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4144,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4151,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4161,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4169,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4196,Attempts to correct conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4209,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4210,Ignores all conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,4212,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4238,Ignores all conflicting instructions,PASS
Table-Critic,gpt-5,Instruction Logic Conflict,4243,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4278,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4289,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4309,Ignores all conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4310,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4311,Fails to identify conflicting instructions,FAIL
Table-Critic,gpt-5,Instruction Logic Conflict,4318,Rationalizes conflicting instructions,FAIL
Table-Critic,gpt-5,Role Ambiguity,7,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,21,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,29,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,31,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,gpt-5,Role Ambiguity,44,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,47,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,56,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,64,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,70,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,83,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,87,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,93,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,gpt-5,Role Ambiguity,95,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,99,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,113,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,121,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,125,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,149,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,171,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,204,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,212,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,214,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,240,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,265,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,298,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,301,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,323,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,343,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,358,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,362,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,368,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,369,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,373,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,378,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,394,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,418,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,430,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,434,Agent disturbed and other agents fail to compensate,FAIL
Table-Critic,gpt-5,Role Ambiguity,444,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,449,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,467,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,477,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,482,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,520,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,521,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,gpt-5,Role Ambiguity,538,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,548,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,551,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,554,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,560,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,565,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,581,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,584,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,594,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,607,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,gpt-5,Role Ambiguity,625,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,643,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,644,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,651,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,687,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,699,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,726,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,727,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,734,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,746,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,791,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,814,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,815,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,gpt-5,Role Ambiguity,820,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,gpt-5,Role Ambiguity,891,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,894,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,895,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,900,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,903,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,917,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,925,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,940,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,941,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,943,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,946,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,gpt-5,Role Ambiguity,951,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,960,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1013,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1029,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1030,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,1063,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,1065,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1076,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1094,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,1098,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1111,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1137,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,1143,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,1149,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,1170,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1171,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1179,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1187,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1199,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1203,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1236,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,gpt-5,Role Ambiguity,1250,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1254,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1270,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1273,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1278,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,1281,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,gpt-5,Role Ambiguity,1285,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,gpt-5,Role Ambiguity,1307,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1339,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,1348,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1373,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1424,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1438,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,1451,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,1452,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1453,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,gpt-5,Role Ambiguity,1478,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,gpt-5,Role Ambiguity,1495,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,1499,Agent disturbed with no system fault tolerance,FAIL
Table-Critic,gpt-5,Role Ambiguity,1517,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1523,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,1525,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1528,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,gpt-5,Role Ambiguity,1540,Agent remains unaffected and follows original role,FAIL
Table-Critic,gpt-5,Role Ambiguity,1573,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1603,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1610,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1613,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1638,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1654,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1659,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1661,Agent remains unaffected and follows original role,PASS
Table-Critic,gpt-5,Role Ambiguity,1666,Agent remains unaffected and follows original role,FAIL
